graphic,ftu,organ
PMC10031308_gr7_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC10302201_metabolites-13-00764-g004_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC10302201_metabolites-13-00764-g004_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC10302201_metabolites-13-00764-g004_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC10302201_metabolites-13-00764-g004_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC10406694_441_2023_3789_Fig1_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC10794162_cureus-0015-00000050749-i01_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC10901739_41586_2024_7069_Fig4_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC10901739_41586_2024_7069_Fig8_ESM_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC11471396_CPR-57-e13646-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC11471396_CPR-57-e13646-g004_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC11471396_CPR-57-e13646-g004_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC11524602_cureus-0016-00000070465-i04_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC11524602_cureus-0016-00000070465-i04_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC11524602_cureus-0016-00000070465-i04_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC11524602_cureus-0016-00000070465-i04_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC11557986_CAM4-13-e70407-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC1977024_brjcancer00100-0040-a_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC1977024_brjcancer00100-0041-a_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3615223_fphys-04-00059-a002_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3615223_fphys-04-00059-g006_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f2_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f2_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f2_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f4_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f4_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f4_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f4_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f5_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC3692403_mv-v19-1259-f5_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC3868914_fphys-04-00380-g0002_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4303126_13058_2014_446_Fig3_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4303126_13058_2014_446_Fig3_HTML_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4381625_fonc-05-00074-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f2_panel_8.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f3_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f3_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f6_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC4645184_srep16759-f7_panel_8.jpg,intercalated duct of pancreas,pancreas
PMC4820710_srep23960-f5_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g001_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g001_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g001_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g004_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g004_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g004_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g004_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC4924738_oncotarget-07-14605-g004_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-1_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-1_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-1_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-1_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-2_panel_8.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-3_panel_8.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-4_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC526762_1477-7827-2-73-4_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC5357241_40792_2017_320_Fig3_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5357241_40792_2017_320_Fig3_HTML_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC5357241_40792_2017_320_Fig3_HTML_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC5357241_40792_2017_320_Fig4_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5431925_41598_2017_1520_Fig2_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5431925_41598_2017_1520_Fig4_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_5.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_6.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_7.jpg,intercalated duct of pancreas,pancreas
PMC5451511_fbioe-05-00034-g003_panel_8.jpg,intercalated duct of pancreas,pancreas
PMC5581425_13058_2017_892_Fig6_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5715503_13104_2017_3014_Fig1_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g001_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g001_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g001_panel_4.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g005_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g006_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5796053_ijms-19-00103-g006_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC5839696_elife-33432-fig10-figsupp1_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC5849580_PHY2-6-e13641-g008_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6052342_fphys-09-00854-g001_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6052342_fphys-09-00854-g003_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6451364_rsob-9-190010-g2_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6451364_rsob-9-190010-g3_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6864101_41467_2019_13149_Fig3_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6864101_41467_2019_13149_Fig3_HTML_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC6864101_41467_2019_13149_Fig3_HTML_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC6883550_13058_2019_1217_Fig1_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6903879_cureus-0011-00000006113-i01_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC6903879_cureus-0011-00000006113-i01_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC7060218_41598_2020_61082_Fig3_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7139746_cancers-12-00640-g006_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g002_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g002_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g003_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g003_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g004_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g004_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC7731371_ijerph-17-08990-g005_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g058_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g059_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g059_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g059_panel_3.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g060_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g061_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC7821608_jciinsight-6-139813-g061_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC8106133_12957_2021_2216_Fig4_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC8172380_41374_2020_490_Fig3_HTML_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC8172380_41374_2020_490_Fig3_HTML_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC8203293_elife-58688-fig2-figsupp1_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC8203293_elife-58688-fig2-figsupp4_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC8203293_elife-58688-fig2-figsupp4_panel_2.jpg,intercalated duct of pancreas,pancreas
PMC8203293_elife-58688-fig2-figsupp6_panel_1.jpg,intercalated duct of pancreas,pancreas
PMC8203293_elife-58688-fig5-figsupp1_panel_1.jpg,intercalated duct of pancreas,pancreas